corda__h2020::8752a581659558cedf275de4e9aa1cd5,MiniBrain,Cerebral Organoids: Using stem cell derived 3D cultures to understand human brain development and neurological disorders,European Commission,H2020::ERC::695642,H2020,ERC,ERC-ADG,false,,2017-01-01,2021-12-31,2017,2021,59,yes,19,28,1,ERC-2015-AdG,695642,2800000.0,2800000.0,EUR
corda__h2020::8f71ff39d31a65dd99bc21e94624d9bb,CIRCUSOL,Circular business models for the solar power industry,European Commission,H2020::IA::776680,H2020,IA,,false,,2018-06-01,2022-11-30,2018,2022,53,yes,13,32,1,H2020-CIRC-2017TwoStage,776680,8248610.0,7014890.0,EUR
corda__h2020::91115a7847ed09040013edf00dd17fa6,ADORA,Asymptotic approach to spatial and dynamical organizations,European Commission,H2020::ERC::740623,H2020,ERC,ERC-ADG,false,,2017-09-01,2023-02-28,2017,2023,65,yes,75,34,1,ERC-2016-ADG,740623,2192500.0,2192500.0,EUR
corda__h2020::9ef79645d36171e4d4f93757f9b9630c,STORM,Safeguarding Cultural Heritage through Technical and Organisational Resources Management,European Commission,H2020::RIA::700191,H2020,RIA,,false,,2016-06-01,2019-05-31,2016,2019,35,yes,125,1019,4,H2020-DRS-2015,700191,7297880.0,7297880.0,EUR
corda__h2020::a21842d8b2d30e764f7983a4fccbe73b,Antibodyomics,Vaccine profiling and immunodiagnostic discovery by high-throughput antibody repertoire analysis,European Commission,H2020::ERC::679403,H2020,ERC,ERC-STG,false,,2016-06-01,2021-05-31,2016,2021,59,yes,22,639,11,ERC-2015-STG,679403,1492590.0,1492590.0,EUR
corda__h2020::a260fbb4dcfca3517eed731389542705,FRESH-DEMO,Waste reduction and quality improvement of fruits and vegetables via an innovative and energy-efficient humidification/disinfection technology,European Commission,H2020::IA::634699,H2020,IA,,false,,2015-03-01,2017-02-28,2015,2017,23,yes,12,0,0,H2020-SFS-2014-2,634699,2547700.0,1994800.0,EUR
corda__h2020::a28b0d7e65e01b48ad30fb20d5d3acea,ObesityDevelop,"Effects of maternal gestational adiposity on fetal development and perinatal, postnatal and next generation health.",European Commission,H2020::ERC::669545,H2020,ERC,ERC-ADG,false,,2015-11-01,2021-07-31,2015,2021,68,yes,136,429,14,ERC-2014-ADG,669545,1863320.0,1863320.0,EUR
corda__h2020::a79823f1fac3521a10bd48a4aac057ba,MegaALS,"Unravelling the Interplay between Metabolism, Gut Microbiome and Adaptive Immunity in Amyotrophic Lateral Sclerosis",European Commission,H2020::ERC::802091,H2020,ERC,ERC-STG,false,,2018-11-01,2024-10-31,2018,2024,71,yes,8,0,0,ERC-2018-STG,802091,1499200.0,1499200.0,EUR
corda__h2020::a9fb1e08ec873be187e0760f6d02991b,RESOLVE,Reconstructing the History of Lunar Volatiles,European Commission,H2020::MSCA-IF-EF-ST::704696,H2020,MSCA-IF-EF-ST,,false,,2016-10-01,2018-09-30,2016,2018,23,yes,6,983,5,H2020-MSCA-IF-2015,704696,183455.0,183455.0,EUR
corda__h2020::ad2759132e6820f384e3e0f6c1bbe436,SPICE,Spintronic-Photonic Integrated Circuit platform for novel Electronics,European Commission,H2020::RIA::713481,H2020,RIA,,false,,2016-10-01,2020-12-31,2016,2020,50,yes,44,419,3,H2020-FETOPEN-2014-2015-RIA,713481,3395180.0,3395180.0,EUR
corda__h2020::ae9767aee8259710abc7c0f38cd7e5d8,META-STRESS,Unravelling life-history responses and underlying mechanisms to environmental stress in wild populations,European Commission,H2020::ERC::637412,H2020,ERC,ERC-STG,false,,2015-04-01,2020-12-31,2015,2020,68,yes,37,366,5,ERC-2014-STG,637412,1494880.0,1494880.0,EUR
corda__h2020::af301bf2e563726cc688c6845c0bd4de,SensStabComp,"Sensitivity, Stability, and Computation",European Commission,H2020::ERC::834735,H2020,ERC,ERC-ADG,false,,2019-06-01,2024-05-31,2019,2024,59,yes,14,0,0,ERC-2018-ADG,834735,1754500.0,1754500.0,EUR
corda__h2020::b31c44b101f13488585c9da12536431b,CROSSBOW,CROSS BOrder management of variable renewable energies and storage units enabling a transnational Wholesale market,European Commission,H2020::IA::773430,H2020,IA,,false,,2017-11-01,2022-04-30,2017,2022,53,yes,117,1,1,H2020-LCE-2017-SGS,773430,21685200.0,17287700.0,EUR
corda__h2020::b8e52eb17d7df6b1b255afcb2c0d53d7,PAIDEIA,PlAsmon InduceD hot Electron extraction with doped semiconductors for Infrared solAr energy,European Commission,H2020::ERC::816313,H2020,ERC,ERC-COG,false,,2019-04-01,2025-03-31,2019,2025,71,yes,59,0,0,ERC-2018-COG,816313,1815440.0,1815440.0,EUR
corda__h2020::bcfa0cb8f66dce3d26837f216c9d97ce,Co-Active,CO-modal journey re-ACcommodation on associated Travel serVices,European Commission,H2020::Shift2Rail-IA::730846,H2020,Shift2Rail-IA,,false,,2016-09-01,2019-05-31,2016,2019,32,yes,24,0,0,H2020-S2RJU-CFM-2015-01-1,730846,4963540.0,3474480.0,EUR
corda__h2020::c2437f86506dc983ed4b9bfc5611effb,SUNShINE,Save your bUildiNg by SavINg Energy – towards 202020m2 of deeply renovated multifamily residential buildings,European Commission,H2020::CSA::649689,H2020,CSA,,false,,2015-03-01,2020-02-29,2015,2020,59,yes,28,0,0,H2020-EE-2014-4-PDA,649689,1555990.0,1555990.0,EUR
corda__h2020::c3334620af0ee7ab60da1656a0a14fef,DRYNET,Setting an  interdisciplinary/sectorial/international  research network to explore dry storage as an alternative strategy for cells/germplasm biobanking,European Commission,H2020::MSCA-RISE::734434,H2020,MSCA-RISE,,false,,2017-03-01,2022-08-31,2017,2022,65,yes,47,133,1,H2020-MSCA-RISE-2016,734434,841500.0,765000.0,EUR
corda__h2020::c775aaf96a276e7fce667a01c8bbd025,LEGOTOP,From Local Elements to Globally Ordered TOPological states of matter,European Commission,H2020::ERC::788715,H2020,ERC,ERC-ADG,false,,2018-10-01,2024-09-30,2018,2024,71,yes,65,0,0,ERC-2017-ADG,788715,1532160.0,1532160.0,EUR
corda__h2020::c862141458c242cdea3a2360fc8f51fc,RYD-QNLO,Quantum nonlinear optics through Rydberg interaction,European Commission,H2020::ERC::771417,H2020,ERC,ERC-COG,false,,2018-05-01,2023-10-31,2018,2023,65,yes,8,0,0,ERC-2017-COG,771417,1993790.0,1993790.0,EUR
corda__h2020::cb3f7012141f7fe353c14137c11d418d,PIVOTAL,Predictive Memory Systems Across the Human Lifespan,European Commission,H2020::ERC::758898,H2020,ERC,ERC-STG,false,,2018-02-01,2023-07-31,2018,2023,65,yes,15,0,0,ERC-2017-STG,758898,1416930.0,1416930.0,EUR
corda__h2020::d596d84a6f80c373b979ff8d177735eb,TerrACE,Terrace Archaeology and Culture in Europe,European Commission,H2020::ERC::787790,H2020,ERC,ERC-ADG,false,,2018-12-01,2023-11-30,2018,2023,59,yes,10,0,0,ERC-2017-ADG,787790,2681430.0,2662930.0,EUR
corda__h2020::df1db73a31bbd7f084ef45899ebd66cd,Mingei,Representation and Preservation of Heritage Crafts,European Commission,H2020::IA::822336,H2020,IA,,false,,2018-12-01,2022-05-31,2018,2022,41,yes,47,307,6,H2020-SC6-TRANSFORMATIONS-2018,822336,3499850.0,3260790.0,EUR
corda__h2020::e0fc7fd92fb58effd58afb6834d2450c,EuroPOND,Data-driven models for Progression Of Neurological Disease,European Commission,H2020::RIA::666992,H2020,RIA,,false,,2016-01-01,2020-12-31,2016,2020,59,yes,206,609,34,H2020-PHC-2015-two-stage,666992,5498610.0,4975860.0,EUR
corda__h2020::e24129e6320e94310cfd597e8a049ef9,SINE2020,World class Science and Innovation with Neutrons in Europe 2020 – SINE2020,European Commission,H2020::RIA::654000,H2020,RIA,,false,,2015-10-01,2019-09-30,2015,2019,47,yes,463,1279,174,H2020-INFRADEV-1-2014-1,654000,12080900.0,10863400.0,EUR
corda__h2020::e4a9eb70d2947967ede06bf9d59be1e7,TROPSENSE,Development of a non-invassive breath test for early diagnosis of tropical diseases,European Commission,H2020::MSCA-RISE::645758,H2020,MSCA-RISE,,false,,2015-02-01,2019-01-31,2015,2019,47,yes,57,1485,18,H2020-MSCA-RISE-2014,645758,1386000.0,1386000.0,EUR
corda__h2020::e6e590780056c4acc121ba679a3f0c6f,INSPIRE,INterdiSciPlinarity and excellence for doctoral training of International REsearchers in Paris,European Commission,H2020::MSCA-COFUND-DP::665850,H2020,MSCA-COFUND-DP,,false,,2015-10-01,2021-03-31,2015,2021,65,yes,85,471,6,H2020-MSCA-COFUND-2014,665850,9417600.0,4708800.0,EUR
corda__h2020::e98141ba31c611755980dee89d9c501b,INTAROS,Integrated Arctic observation system,European Commission,H2020::RIA::727890,H2020,RIA,,false,,2016-12-01,2022-02-28,2016,2022,62,yes,222,401,33,H2020-BG-2016-1,727890,15490100.0,15490100.0,EUR
corda__h2020::fafb37004a418815977eb508b1d3aa8f,INFUSION,Engineering optoelectronic INterfaces: a global action intersecting FUndamental conceptS and technology implementatION of self-organized organic materials,European Commission,H2020::MSCA-RISE::734834,H2020,MSCA-RISE,,false,,2017-01-01,2022-08-31,2017,2022,67,yes,58,182,1,H2020-MSCA-RISE-2016,734834,1237500.0,1237500.0,EUR
corda__h2020::fc182bd3496f4e9da4db52cdd576af08,CYBER-TRUST,"Advanced Cyber-Threat Intelligence, Detection, and Mitigation Platform for a Trusted Internet of Things",European Commission,H2020::RIA::786698,H2020,RIA,,false,,2018-05-01,2021-07-31,2018,2021,38,yes,87,427,18,H2020-DS-SC7-2017,786698,2996180.0,2996180.0,EUR
corda__h2020::fc926dc9bfe1664aac9bce602afdd385,TOPIOS,Tracking Of Plastic In Our Seas,European Commission,H2020::ERC::715386,H2020,ERC,ERC-STG,false,,2017-04-01,2022-03-31,2017,2022,59,yes,59,389,7,ERC-2016-STG,715386,1484760.0,1484760.0,EUR
fct_________::217c6f4a768b9fb15ef7683359a3e505,SFRH/BDE/15637/2006,MELHORAMENTO E SELECÇÃO DE LEVEDURAS CERVEJEIRAS PARA OBTENÇÃO DE NOVAS CAPACIDADES FERMENTATIVAS,"Fundação para a Ciência e a Tecnologia, I.P.",FARH::::SFRH/BDE/15637/2006,FARH,,,false,,,,,,,yes,2,0,0,,SFRH/BDE/15637/2006,0.0,39380.0,EUR
fct_________::26940170f8a80d3cc7b3fe8734aad6b7,PTDC/ART-PER/32568/2017,Music research and new Technologies toward the restitution of the Timbila collection of the Natinal Museum of Ethnology,"Fundação para a Ciência e a Tecnologia, I.P.",3599-PPCDT::::PTDC/ART-PER/32568/2017,3599-PPCDT,,,false,,,,,,,yes,1,0,0,,PTDC/ART-PER/32568/2017,0.0,235476.0,EUR
fct_________::37014aad43466977c69e8e8e273e0304,PTDC/PSI-PCL/101506/2008,Inhibited and indiscriminate attachment disordered behaviours in institutionally-reared children: A multilevel comparison with autism spectrum disorders and Williams syndrome,"Fundação para a Ciência e a Tecnologia, I.P.",5876-PPCDTI::::PTDC/PSI-PCL/101506/2008,5876-PPCDTI,,,false,,,,,,,yes,22,0,0,,PTDC/PSI-PCL/101506/2008,0.0,160000.0,EUR
fct_________::59c205a397f582cb78e32053b648980a,SFRH/BD/82375/2011,"REFORÇO DA RESISTÊNCIA A ANTIBIÓTICOS E DA VIRULÊNCIA EM BACTÉRIAS, ATRAVÉS DE TRANSFERÊNCIA HORIZONTAL DE GENES","Fundação para a Ciência e a Tecnologia, I.P.",OE::::SFRH/BD/82375/2011,OE,,,false,,,,,,,yes,1,0,0,,SFRH/BD/82375/2011,0.0,66922.0,EUR
fct_________::6c67a782a56f38ff8195db25353cc8f8,UID/AUR/04509/2013,"Landscapes, Heritage and Territory Laboratory","Fundação para a Ciência e a Tecnologia, I.P.",6817 - DCRRNI ID::::UID/AUR/04509/2013,6817 - DCRRNI ID,,,false,,,,,,,yes,204,0,0,,UID/AUR/04509/2013,0.0,614732.0,EUR
fct_________::6d6bf95614da3518aacd69bd8d92cf6d,SFRH/BPD/97701/2013,A POLY-PHARMACOLOGICAL THERAPY TO REPAIR THE INJURED SPINAL CORD. IS IT THE WHOLE GREATER THAN THE SUM OF ITS PARTS,"Fundação para a Ciência e a Tecnologia, I.P.",FARH::::SFRH/BPD/97701/2013,FARH,,,false,,,,,,,yes,11,0,0,,SFRH/BPD/97701/2013,0.0,91416.0,EUR
fct_________::748cd04b59d64be31944e6fa49e1c131,SFRH/BD/94907/2013,THERMAL AND STRUCTURAL RESPONSE OF GFRP PULTRUDED PROFILES UNDER FIRE,"Fundação para a Ciência e a Tecnologia, I.P.",OE::::SFRH/BD/94907/2013,OE,,,false,,,,,,,yes,2,0,0,,SFRH/BD/94907/2013,0.0,58843.7,EUR
fct_________::7ce7ea397be7145b8ff5f18b78bc7396,PTDC/QEQ-ERQ/2698/2014,Sustainable production of green fuel additives assisted by supercritical carbon dioxide,"Fundação para a Ciência e a Tecnologia, I.P.",9471 - RIDTI::::PTDC/QEQ-ERQ/2698/2014,9471 - RIDTI,,,false,,,,,,,yes,2,0,0,,PTDC/QEQ-ERQ/2698/2014,0.0,198948.0,EUR
fct_________::845383e84f90ab5fcb8df15b295f0f7b,UIDB/00447/2020,Interdisciplinary Center for the Study of Human Performance,"Fundação para a Ciência e a Tecnologia, I.P.",6817 - DCRRNI ID::::UIDB/00447/2020,6817 - DCRRNI ID,,,false,,,,,,,yes,55,0,0,,UIDB/00447/2020,0.0,876000.0,EUR
fct_________::9c3723aa4e1b32349c0ea28bf4e63df6,UID/EMS/00151/2013,Centre for Mechanical and Aerospace Science and Technologies,"Fundação para a Ciência e a Tecnologia, I.P.",6817 - DCRRNI ID::::UID/EMS/00151/2013,6817 - DCRRNI ID,,,false,,,,,,,yes,27,0,0,,UID/EMS/00151/2013,0.0,324576.0,EUR
fct_________::a33c16c64071cfdcabb080da3d2493f5,SFRH/BPD/84634/2012,THE ROLE OF THE DNA-DEPENDENT PROTEIN KINASE DNA-PK IN REGULATING CELL FATE FOLLOWING DNA DAMAGE,"Fundação para a Ciência e a Tecnologia, I.P.",OE::::SFRH/BPD/84634/2012,OE,,,false,,,,,,,yes,8,0,0,,SFRH/BPD/84634/2012,0.0,54570.0,EUR
fct_________::b8d0c0956314e0e59ba47466d99494cd,PD/BD/113476/2015,A designar,"Fundação para a Ciência e a Tecnologia, I.P.",OE::::PD/BD/113476/2015,OE,,,false,,,,,,,yes,9,0,0,,PD/BD/113476/2015,0.0,63080.5,EUR
fct_________::ca49c00beb5fb5ba3565d0c29a89b559,PTDC/MAT-APL/28400/2017,Improving the performance and moving to newer dimensions in Derivative-Free Optimization,"Fundação para a Ciência e a Tecnologia, I.P.",3599-PPCDT::::PTDC/MAT-APL/28400/2017,3599-PPCDT,,,false,,,,,,,yes,4,0,0,,PTDC/MAT-APL/28400/2017,0.0,233472.0,EUR
fct_________::cadf2490ea8a34cf0528c83c737210fb,SFRH/BD/108894/2015,Monitoring of biological processes in microalgae bio-refineries using 2D-fluorescence spectroscopy,"Fundação para a Ciência e a Tecnologia, I.P.",OE::::SFRH/BD/108894/2015,OE,,,false,,,,,,,yes,2,0,0,,SFRH/BD/108894/2015,0.0,70455.5,EUR
fct_________::daa0966b4e3f2456ebc0769f8354843a,SFRH/BD/98105/2013,Development of 2D optical array sensors based on the combined utilization of multiple luminescent quantum dots immobilized onto solid supports,"Fundação para a Ciência e a Tecnologia, I.P.",FARH::::SFRH/BD/98105/2013,FARH,,,false,,,,,,,yes,7,0,0,,SFRH/BD/98105/2013,0.0,69708.9,EUR
fwf_________::101597af1d2bd440c0b0c82c06820672,,Modulation of T follicular helper cells by Rinl,Austrian Science Fund (FWF),Einzelprojekte::::P 30885,Einzelprojekte,,,false,,2018-03-01,2022-08-31,2018,2022,53,yes,1,0,0,,P 30885,0.0,371022.0,EUR
fwf_________::d7cba1f4be9f9b1b02da8969ef60f16a,,Computational Geometry Seminar with Applications to Sensor Networks,Austrian Science Fund (FWF),Anbahnung Joint Seminar::::AJS 399,Anbahnung Joint Seminar,,,false,,2018-07-01,2018-11-30,2018,2018,4,yes,2,1493,2,,AJS 399,0.0,9450.0,EUR
mestd_______::28e6bdae7d7163196dfc7ff4c979adec,,Challenges of New Social Integration in Serbia: Concepts and Actors,"Ministry of Education, Science and Technological Development of Republic of Serbia",Basic Research (BR or ON)::::179035,Basic Research (BR or ON),,,false,,2011-01-01,2019-12-31,2011,2019,107,yes,211,1204,13,,179035,0.0,0.0,
mestd_______::35789e0e5e2d4b3b73630bb168f26d12,,Medieval Heritage in the Balkans: Institutions and Culture,"Ministry of Education, Science and Technological Development of Republic of Serbia",Basic Research (BR or ON)::::177003,Basic Research (BR or ON),,,false,,2011-01-01,2019-12-31,2011,2019,107,yes,81,1,4,,177003,0.0,0.0,
mestd_______::3eb98498c491436f425cd830b3f447fa,,Assessment of Climate Change Impact on Water Resources of Serbia,"Ministry of Education, Science and Technological Development of Republic of Serbia",Technological Development (TD or TR)::::37005,Technological Development (TD or TR),,,false,,2011-01-01,2019-12-31,2011,2019,107,yes,73,732,15,,37005,0.0,0.0,
mestd_______::6e98a07774134cd7335ad075d05c464a,,Advancing public policy in Serbia as a function of improving citizen's social safety and attaining sustainable economic growth,"Ministry of Education, Science and Technological Development of Republic of Serbia",Integrated and Interdisciplinary Research (IIR or III)::::47004,Integrated and Interdisciplinary Research (IIR or III),,,false,,2011-01-01,2019-12-31,2011,2019,107,yes,70,0,0,,47004,0.0,0.0,
mestd_______::c1922fe48a2207b727b3bf2e766674d8,,Biomarkers of organ damage and dysfunction,"Ministry of Education, Science and Technological Development of Republic of Serbia",Basic Research (BR or ON)::::175036,Basic Research (BR or ON),,,false,,2011-01-01,2019-12-31,2011,2019,107,yes,99,1191,19,,175036,0.0,0.0,
mestd_______::ce8c989497b737f5f2c19a0b06df982f,,Methods of Numerical and Nonlinear Analysis with Applications,"Ministry of Education, Science and Technological Development of Republic of Serbia",Basic Research (BR or ON)::::174002,Basic Research (BR or ON),,,false,,2011-01-01,2019-12-31,2011,2019,107,yes,51,444,4,,174002,0.0,0.0,
mestd_______::fe1cf1a352151395c0c566a363b725af,,Development problems and trends of geospatial systems of Republic of Serbia,"Ministry of Education, Science and Technological Development of Republic of Serbia",Basic Research (BR or ON)::::176017,Basic Research (BR or ON),,,false,,2011-01-01,2019-12-31,2011,2019,107,yes,139,732,31,,176017,0.0,0.0,
mestd_______::fe9c1e36a61dfd9b2d997e7e1046c97c,,Geography of Serbia,"Ministry of Education, Science and Technological Development of Republic of Serbia",Integrated and Interdisciplinary Research (IIR or III)::::47007,Integrated and Interdisciplinary Research (IIR or III),,,false,,2011-01-01,2019-12-31,2011,2019,107,yes,244,1052,22,,47007,0.0,0.0,
nhmrc_______::0a70b1e22b21864f67e1181c5611a812,,"Novel Fragile X Syndrome prevalence estimates in 100,000 Australian newborns, prognostic and health-economic outcomes: a retrospective newborn screening study",National Health and Medical Research Council (NHMRC),Project Grants::::1103389,Project Grants,,,false,,2016-01-01,2018-12-31,2016,2018,35,yes,22,1408,14,,1103389,0.0,791625.0,AUD
nhmrc_______::0bfa51c74f279a4daba79f9f388687ae,,Supporting knowledge translation in Aboriginal and Torres Strait Islander primary health care: a developmental evaluation of a stakeholder engagement process to support use of evidence in systems and policy change,National Health and Medical Research Council (NHMRC),Postgraduate Scholarships::::1094595,Postgraduate Scholarships,,,false,,2015-01-01,2017-12-31,2015,2017,35,yes,5,547,4,,1094595,0.0,66784.2,AUD
nhmrc_______::1662e288298b2ea345c30b279475828b,,Hormonal regulation of reproduction in health and disease,National Health and Medical Research Council (NHMRC),Programs::::241000,Programs,,,false,,2003-01-01,2007-12-31,2003,2007,59,yes,10,3899,5,,241000,0.0,7580680.0,AUD
nhmrc_______::17ed4e1473ec5d8fd74d4ef6f9020ce0,,The Darwin Prospective Melioidosis Study: Years 27-31,National Health and Medical Research Council (NHMRC),Project Grants::::1098337,Project Grants,,,false,,2016-01-01,2020-12-31,2016,2020,59,yes,41,440,3,,1098337,0.0,1325390.0,AUD
nhmrc_______::28f52010e52e8cdc188da370297da066,,"Tropical Disease - immunity, pathogenesis and vaccine development: global translation",National Health and Medical Research Council (NHMRC),Program Grants::::1037304,Program Grants,,,false,,2013-01-01,2017-12-31,2013,2017,59,yes,171,1908,78,,1037304,0.0,17988500.0,AUD
nhmrc_______::32912d2ef46a1979f3b163450ceda47b,,MicroRNA-Mediated Genetic Regulation of Ageing,National Health and Medical Research Council (NHMRC),Project Grants::::1051903,Project Grants,,,false,,2013-01-01,2015-12-31,2013,2015,35,yes,1,256,1,,1051903,0.0,572571.0,AUD
nhmrc_______::8227a6da27cdc5dd0de36189f95815d2,,Profiling Australian chriopractors and people who seek their care to improve the quality and safety of chriopractic care,National Health and Medical Research Council (NHMRC),Early Career Fellowships::::567071,Early Career Fellowships,,,false,,2009-01-01,2013-12-31,2009,2013,59,yes,9,852,4,,567071,0.0,333433.0,AUD
nhmrc_______::b4a358b5a4aab773fec020be33eeb57d,,"SEARCH: better evidence, better health for urban Aboriginal children",National Health and Medical Research Council (NHMRC),Partnerships::::1035378,Partnerships,,,false,,2012-01-01,2016-12-31,2012,2016,59,yes,21,1796,18,,1035378,0.0,1444740.0,AUD
nhmrc_______::ba8cbe71788d3a964cb1236b2fb24827,,Can Exercise Delay Transition to Active Therapy in Men with Low Grade Prostate Cancer? A Multi-Centre Randomized Controlled Trial.,National Health and Medical Research Council (NHMRC),Project Grants::::1147137,Project Grants,,,false,,2018-01-01,2022-12-31,2018,2022,59,yes,1,0,0,,1147137,0.0,604429.0,AUD
nhmrc_______::d0697ad028116bae01a841135df00b92,,Cancer-Associated Fibroblast Stem Cells,National Health and Medical Research Council (NHMRC),Early Career Fellowships::::1035721,Early Career Fellowships,,,false,,2012-01-01,2015-12-31,2012,2015,47,yes,8,833,7,,1035721,0.0,307946.0,AUD
nih_________::0042672557af4511ba6cc35c167731b8,,Understanding Transmission with Integrated Genetic and Epidemiologic Inference,National Institutes of Health,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES::::5U54GM111274-02,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,,,false,,,,,,,yes,161,0,0,,5U54GM111274-02,0.0,0.0,
nih_________::0075760e9c2587dfc905b4d9981a5071,,CANCER CENTER CORE SUPPORT GRANT,National Institutes of Health,NATIONAL CANCER INSTITUTE::::3P30CA013696-21S1,NATIONAL CANCER INSTITUTE,,,false,,1976-09-01,1994-08-31,1976,1994,215,yes,196,10106,190,,3P30CA013696-21S1,0.0,0.0,
nih_________::00801138c26c991866363e2e6f1e141f,,Fractal Analysis of Ceramic FPDs,National Institutes of Health,NATIONAL INSTITUTE OF DENTAL & CRANIOFACIAL RESEARCH::::1R01DE024333-01A1,NATIONAL INSTITUTE OF DENTAL & CRANIOFACIAL RESEARCH,,,false,,2015-08-03,2020-05-31,2015,2020,57,yes,1,0,0,,1R01DE024333-01A1,0.0,385819.0,USD
nih_________::0090bcb1308d651666a29f18cea72e81,,"Drying, Storing, and Reanimating Egg Germinal Vesicles to Preserve Fertility",National Institutes of Health,"OFFICE OF THE DIRECTOR, NATIONAL INSTITUTES OF HEALTH::::1R01OD023139-01A1","OFFICE OF THE DIRECTOR, NATIONAL INSTITUTES OF HEALTH",,,false,,2017-08-15,2022-07-31,2017,2022,59,yes,2,0,0,,1R01OD023139-01A1,0.0,338446.0,USD
nih_________::00c0656a9d1723759c2943f21d1de47c,,DNA Methylation in Ethanol Drinking Behavior,National Institutes of Health,VETERANS AFFAIRS::::5IK2BX001650-02,VETERANS AFFAIRS,,,false,,2013-01-01,2017-12-31,2013,2017,59,yes,6,60,1,,5IK2BX001650-02,0.0,0.0,
nih_________::00c71f9df718ad11334d054716e03967,,Inhibition of Bcl-2 and Head &Neck Tumor Angiogenesis,National Institutes of Health,NATIONAL INSTITUTE OF DENTAL &CRANIOFACIAL RESEARCH::::1R01DE016586-01,NATIONAL INSTITUTE OF DENTAL &CRANIOFACIAL RESEARCH,,,false,,2005-04-01,2010-03-31,2005,2010,59,yes,7,762,4,,1R01DE016586-01,0.0,362204.0,USD
nih_________::00c7cdcee75bee72dd2e3edec2a15131,,INTERDISCIPLINARY TRAINING IN GENOMIC SCIENCE,National Institutes of Health,NATIONAL HUMAN GENOME RESEARCH INSTITUTE::::5T32HG000035-04,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,,,false,,1995-08-01,2000-07-31,1995,2000,59,yes,114,7337,114,,5T32HG000035-04,0.0,0.0,
nih_________::0114ee9ba0b99aadc300916bebfc7384,,ALZHEIMERS DISEASE RESEARCH CENTER,National Institutes of Health,NATIONAL INSTITUTE ON AGING::::5P50AG005136-21,NATIONAL INSTITUTE ON AGING,,,false,,1985-09-30,2005-04-30,1985,2005,235,yes,216,6059,214,,5P50AG005136-21,0.0,2493850.0,USD
nih_________::017816b2a3f7415e705ce5ba442216df,,HAZARDOUS WASTE RISK AND REMEDIATION IN THE SOUTHWEST,National Institutes of Health,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES::::3P42ES004940-14S4,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,,,false,,1990-03-05,2005-03-31,1990,2005,180,yes,58,5998,54,,3P42ES004940-14S4,0.0,29112.0,USD
nih_________::019264c1cb55bee851d5078c55ad59d8,,Molecular Basis of Membrane Excitation,National Institutes of Health,NATIONAL EYE INSTITUTE::::5R01EY005216-24,NATIONAL EYE INSTITUTE,,,false,,1983-07-01,2010-04-30,1983,2010,321,yes,14,3593,11,,5R01EY005216-24,0.0,519227.0,USD
nih_________::01e287fce0f37452a168a558e0b7447e,,Investigation of 9-cis Retinoic Acid as a Novel Treatment for Post-Surgical Lymphedema,National Institutes of Health,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE::::5K08HL132110-04","NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",,,false,,2017-02-01,2022-01-31,2017,2022,59,yes,1,0,0,,5K08HL132110-04,0.0,178027.0,USD
nih_________::0217f793d1aa0940b647eebd63abf743,,Computational methods for structural-functional studies of protein,National Institutes of Health,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES::::5R01GM094575-06,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,,,false,,2010-07-01,2018-08-31,2010,2018,97,yes,36,274,2,,5R01GM094575-06,0.0,287975.0,USD
nih_________::02458724dd326190ec343b2ceaf658e9,,Gene Expression Profiling Core,National Institutes of Health,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES::::5P01AI063302-03,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,,,false,,,,,,,yes,57,0,0,,5P01AI063302-03,0.0,0.0,
nih_________::02809397e893a188b34b77c7ca3d5f80,,"Structure, function, and regulation of the bacterial transcription cycle",National Institutes of Health,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES::::5R35GM118130-02,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,,,false,,2016-05-01,2021-04-30,2016,2021,59,yes,9,0,0,,5R35GM118130-02,0.0,811237.0,USD
nih_________::02a5c6a9b1f86d4a24acdf82d9909d84,,ECONOMICS OF AGING TRAINING PROGRAM -- EXTENSION,National Institutes of Health,NATIONAL INSTITUTE ON AGING::::5T32AG000186-10,NATIONAL INSTITUTE ON AGING,,,false,,1989-09-01,1999-04-30,1989,1999,115,yes,118,7061,104,,5T32AG000186-10,0.0,0.0,
nih_________::02b1a898e07c5e828907202745143cda,,Genetic Dissection of Mechanisms by Which Exercise Promotes Systemic Health,National Institutes of Health,NATIONAL INSTITUTE ON AGING::::5R01AG051995-03,NATIONAL INSTITUTE ON AGING,,,false,,2016-09-30,2021-05-31,2016,2021,56,yes,13,0,0,,5R01AG051995-03,0.0,385786.0,USD
